year_trimmed_final,donor_trimmed_final,organization_name_trimmed_final,city_trimmed_final,county,state_trimmed_final,dues_paid,president_trimmed_final,delegates_trimmed_final,clubs_sending_greetings_trimmed_final,source_image,notes
1912,,Chicago City Federation,,,IL,$0.50,,,,https://drive.google.com/open?id=16RRnTjLPO6XfMXfOrHp1MF-rRxYORiN7,
1912,,West Side Woman's Club,,,IL,$1.00,,,,https://drive.google.com/open?id=16RRnTjLPO6XfMXfOrHp1MF-rRxYORiN7,
1912,,Ideal Woman's Club,,,IL,$1.00,,,,https://drive.google.com/open?id=16RRnTjLPO6XfMXfOrHp1MF-rRxYORiN7,
1912,,Woman's Industiral Club,,,IL,$1.00,,,,https://drive.google.com/open?id=16RRnTjLPO6XfMXfOrHp1MF-rRxYORiN7,
1912,,Woman's Civic League,,,IL,$1.00,,,,https://drive.google.com/open?id=16RRnTjLPO6XfMXfOrHp1MF-rRxYORiN7,
1912,,Phyllis Wheatley Club,,,IL,$1.00,,,,https://drive.google.com/open?id=16RRnTjLPO6XfMXfOrHp1MF-rRxYORiN7,
1912,,,,,IL,$1.00,,,,https://drive.google.com/open?id=16RRnTjLPO6XfMXfOrHp1MF-rRxYORiN7,
1912,,Francis Willard Club,Jackson,,MI,$1.00,,,,https://drive.google.com/open?id=16RRnTjLPO6XfMXfOrHp1MF-rRxYORiN7,
1912,,Thursday Club,,,MI,$1.00,,,,https://drive.google.com/open?id=16RRnTjLPO6XfMXfOrHp1MF-rRxYORiN7,
1912,,Phyllis Wheatley Club,Detroit,,MI,$1.00,,,,https://drive.google.com/open?id=16RRnTjLPO6XfMXfOrHp1MF-rRxYORiN7,
1912,,Study Club,Detroit,,MI,$1.00,,,,https://drive.google.com/open?id=16RRnTjLPO6XfMXfOrHp1MF-rRxYORiN7,
1912,,King's Daughters Circle,,,MI,$1.00,,,,https://drive.google.com/open?id=16RRnTjLPO6XfMXfOrHp1MF-rRxYORiN7,
1912,,Detroit Willing Workers,,,MI,$11.00,,,,https://drive.google.com/open?id=16RRnTjLPO6XfMXfOrHp1MF-rRxYORiN7,
1911,,Elizabeth C Carter Neighborhood Club,Louisville,,KY,$1.00,,,,https://drive.google.com/open?id=1WYWGLifUsphIGeLyZ-vjLrIppAjIEX6P,
1911,,Federation of Indiana,,,IN,$9.00,,,,https://drive.google.com/open?id=1WYWGLifUsphIGeLyZ-vjLrIppAjIEX6P,
1911,,Lend a Hand Association,Washington,,DC,$2.00,,,,https://drive.google.com/open?id=1WYWGLifUsphIGeLyZ-vjLrIppAjIEX6P,
1911,Mrs Sadie Persons,,Bakersfield,,CA,$3.40,,,,https://drive.google.com/open?id=1WYWGLifUsphIGeLyZ-vjLrIppAjIEX6P,
1911,,Rose of New England Women's League,Norwich,,CT,$2.10,,,,https://drive.google.com/open?id=1WYWGLifUsphIGeLyZ-vjLrIppAjIEX6P,
1911,,Ohio State Federation,,,,$10.00,,,,https://drive.google.com/open?id=1WYWGLifUsphIGeLyZ-vjLrIppAjIEX6P,
1911,,Lucy Thurman W C T U,Columbus,,OH,$1.10,,,,https://drive.google.com/open?id=1WYWGLifUsphIGeLyZ-vjLrIppAjIEX6P,
1911,,Mary A Campbell Circle of Ministers' Wives,Washington,,DC,$2.00,,,,https://drive.google.com/open?id=1WYWGLifUsphIGeLyZ-vjLrIppAjIEX6P,
1911,,,,,,$40.00,,,,https://drive.google.com/open?id=1WYWGLifUsphIGeLyZ-vjLrIppAjIEX6P,
1911,,Afro-American Woman's Club,Butte,,MT,$1.40,,,,https://drive.google.com/open?id=1WYWGLifUsphIGeLyZ-vjLrIppAjIEX6P,
1911,,Mary H Dickerson Club,Providence,,RI,$3.00,,,,https://drive.google.com/open?id=1WYWGLifUsphIGeLyZ-vjLrIppAjIEX6P,
1912,,Music and Art Club,Salt Lake City,,UT,$3.00,,,,https://drive.google.com/open?id=1WYWGLifUsphIGeLyZ-vjLrIppAjIEX6P,
1912,Mrs A E Milton Murray,,Jefferson City,,MO,$9.20,,,,https://drive.google.com/open?id=1WYWGLifUsphIGeLyZ-vjLrIppAjIEX6P,
1912,,F E W Harper Club,Portland,,ME,$4.00,,,,https://drive.google.com/open?id=1WYWGLifUsphIGeLyZ-vjLrIppAjIEX6P,
1912,Mrs Booker T Washington,,,,,$54.00,,,,https://drive.google.com/open?id=1WYWGLifUsphIGeLyZ-vjLrIppAjIEX6P,
1912,,Lend a Hand Association of Ministers' Wives,Washington,,DC,$2.00,,,,https://drive.google.com/open?id=1WYWGLifUsphIGeLyZ-vjLrIppAjIEX6P,
1912,,Wooten Music and Literary Circle,Boston,,MA,$1.20,,,,https://drive.google.com/open?id=1WYWGLifUsphIGeLyZ-vjLrIppAjIEX6P,
1912,,Thursday Club,Jackson,,MI,$2.00,,,,https://drive.google.com/open?id=1WYWGLifUsphIGeLyZ-vjLrIppAjIEX6P,
1912,,Tuskegee Women's Club,Tuskegee,,AL,$12.00,,,,https://drive.google.com/open?id=1WYWGLifUsphIGeLyZ-vjLrIppAjIEX6P,
1912,,Phyllis Wheatley Club,New Orleans,,LA,$8.00,,,,https://drive.google.com/open?id=1WYWGLifUsphIGeLyZ-vjLrIppAjIEX6P,
1912,,Colorado State Federation and Jurisdiction,,,,$6.00,,,,https://drive.google.com/open?id=1WYWGLifUsphIGeLyZ-vjLrIppAjIEX6P,
1912,,Thonny Lafon Co-operative Club,New Orleans,,LA,$1.00,,,,https://drive.google.com/open?id=1WYWGLifUsphIGeLyZ-vjLrIppAjIEX6P,
1912,,Fisk School Co-operative Club,New Orleans,,LA,$1.00,,,,https://drive.google.com/open?id=1WYWGLifUsphIGeLyZ-vjLrIppAjIEX6P,
1912,,First Street School Co-operative,New Orleans,,LA,$1.00,,,,https://drive.google.com/open?id=1WYWGLifUsphIGeLyZ-vjLrIppAjIEX6P,
1912,,In As Much Circle of King's Daughters,Detroit,,MI,$4.00,,,,https://drive.google.com/open?id=1WYWGLifUsphIGeLyZ-vjLrIppAjIEX6P,
1912,,Women's Business Association,Indianapolis,,IN,$1.00,,,,https://drive.google.com/open?id=1WYWGLifUsphIGeLyZ-vjLrIppAjIEX6P,
1912,,Cambridge Reading Club,Cambridge,,MA,$1.50,,,,https://drive.google.com/open?id=15ZCg8k5NDp4cbq_MXHc0jJlh79PMbH4_,
1912,,Kings Daughters Burden Bearers,Louisville,,KY,$6.00,,,,https://drive.google.com/open?id=15ZCg8k5NDp4cbq_MXHc0jJlh79PMbH4_,
1912,,Harmony Club,Henderson,,KY,$4.00,,,,https://drive.google.com/open?id=15ZCg8k5NDp4cbq_MXHc0jJlh79PMbH4_,
1912,,Oak Leaf Club,Kansas City,,MO,$2.70,,,,https://drive.google.com/open?id=15ZCg8k5NDp4cbq_MXHc0jJlh79PMbH4_,
1912,,Colored Empty Stocking and Fresh Air Circle,Baltimore,,MD,$10.00,,,,https://drive.google.com/open?id=15ZCg8k5NDp4cbq_MXHc0jJlh79PMbH4_,
1912,,Maryland State Federation of Christian Women,,,,$4.00,,,,https://drive.google.com/open?id=15ZCg8k5NDp4cbq_MXHc0jJlh79PMbH4_,
1912,,Woman's Club,Indianapolis,,IN,$5.50,,,,https://drive.google.com/open?id=15ZCg8k5NDp4cbq_MXHc0jJlh79PMbH4_,
1912,,Quilting Club,Hampton,,VA,$1.50,,,,https://drive.google.com/open?id=15ZCg8k5NDp4cbq_MXHc0jJlh79PMbH4_,
1912,,Woman's Relief Corps,Hampton,,VA,$3.00,,,,https://drive.google.com/open?id=15ZCg8k5NDp4cbq_MXHc0jJlh79PMbH4_,
1912,,Woman's Art Club,Hampton,,VA,$1.60,,,,https://drive.google.com/open?id=15ZCg8k5NDp4cbq_MXHc0jJlh79PMbH4_,
1912,,Home Makers' Club,Hampton,,VA,$5.00,,,,https://drive.google.com/open?id=15ZCg8k5NDp4cbq_MXHc0jJlh79PMbH4_,
1912,,Virginia State Federation,,,VA,$6.00,,,,https://drive.google.com/open?id=15ZCg8k5NDp4cbq_MXHc0jJlh79PMbH4_,
1912,,Phyllis Wheatley Club,Buffalo,,NY,$5.00,,,,https://drive.google.com/open?id=15ZCg8k5NDp4cbq_MXHc0jJlh79PMbH4_,
1912,,Woman's Improvement Club,Shelbyville,,KY,$2.00,,,,https://drive.google.com/open?id=15ZCg8k5NDp4cbq_MXHc0jJlh79PMbH4_,
1912,,Woman's Improvement Club,Lawrenceburg,,KY,$2.00,,,,https://drive.google.com/open?id=15ZCg8k5NDp4cbq_MXHc0jJlh79PMbH4_,
1912,,Improvement Club,Lexington,,KY,$2.00,,,,https://drive.google.com/open?id=15ZCg8k5NDp4cbq_MXHc0jJlh79PMbH4_,
1912,,Ladies' Improvement Club,Covington,,KY,$3.00,,,,https://drive.google.com/open?id=15ZCg8k5NDp4cbq_MXHc0jJlh79PMbH4_,
1912,,Ladies' Union,Covington,,KY,$2.00,,,,https://drive.google.com/open?id=15ZCg8k5NDp4cbq_MXHc0jJlh79PMbH4_,
1912,,Children's Friend Club,Covington,,KY,$2.00,,,,https://drive.google.com/open?id=15ZCg8k5NDp4cbq_MXHc0jJlh79PMbH4_,
1912,,Nursery Association,Norfolk,,VA,$2.00,,,,https://drive.google.com/open?id=15ZCg8k5NDp4cbq_MXHc0jJlh79PMbH4_,
1912,,State Federation of Kentucky,,,KY,$4.00,,,,https://drive.google.com/open?id=15ZCg8k5NDp4cbq_MXHc0jJlh79PMbH4_,
1912,,Children's Band,Louisville,,KY,$2.00,,,,https://drive.google.com/open?id=15ZCg8k5NDp4cbq_MXHc0jJlh79PMbH4_,
1912,,City Federation,Louisville,,KY,$2.00,,,,https://drive.google.com/open?id=15ZCg8k5NDp4cbq_MXHc0jJlh79PMbH4_,
1912,,Virginia State Federation,,,CA,$5.00,,,,https://drive.google.com/open?id=15ZCg8k5NDp4cbq_MXHc0jJlh79PMbH4_,
1912,,Susan B Anthony Political Equality Club,Rochester,,NY,$2.00,,,,https://drive.google.com/open?id=15ZCg8k5NDp4cbq_MXHc0jJlh79PMbH4_,
1912,,W C T U,Washington,,DC,$1.00,,,,https://drive.google.com/open?id=15ZCg8k5NDp4cbq_MXHc0jJlh79PMbH4_,
1912,,State Federation of Kansas,,,KS,$4.50,,,,https://drive.google.com/open?id=15ZCg8k5NDp4cbq_MXHc0jJlh79PMbH4_,
1912,,City Federation of Frankfort,Frankfort,,KY,$1.00,,,,https://drive.google.com/open?id=15ZCg8k5NDp4cbq_MXHc0jJlh79PMbH4_,
1912,,Needle and Book Club,Hampton,,VA,$1.70,,,,https://drive.google.com/open?id=15ZCg8k5NDp4cbq_MXHc0jJlh79PMbH4_,
1912,,Riverside Home Makers' Club,Roanoke,,VA,$1.00,,,,https://drive.google.com/open?id=15ZCg8k5NDp4cbq_MXHc0jJlh79PMbH4_,
1912,,Civic Betterment Club,Roanoke,,VA,$1.40,,,,https://drive.google.com/open?id=15ZCg8k5NDp4cbq_MXHc0jJlh79PMbH4_,
1912,,Mothers' Club,Roanoke,,VA,$1.50,,,,https://drive.google.com/open?id=15ZCg8k5NDp4cbq_MXHc0jJlh79PMbH4_,
1912,,Frances Harper Reading Club,Roanoke,,VA,$2.50,,,,https://drive.google.com/open?id=15ZCg8k5NDp4cbq_MXHc0jJlh79PMbH4_,
1912,,Charity Aid Club,Roanoke,,VA,$1.70,,,,https://drive.google.com/open?id=15ZCg8k5NDp4cbq_MXHc0jJlh79PMbH4_,
1912,,North Carolina State Federation,,,NC,$3.00,,,,https://drive.google.com/open?id=15ZCg8k5NDp4cbq_MXHc0jJlh79PMbH4_,
1912,,Rhode Island Union of Women's Clubs,,,RI,$3.00,,,,https://drive.google.com/open?id=15ZCg8k5NDp4cbq_MXHc0jJlh79PMbH4_,
1912,,Sojourner Truth Club,Montgomery,,AL,$4.00,,,,https://drive.google.com/open?id=15ZCg8k5NDp4cbq_MXHc0jJlh79PMbH4_,
1912,,Dunbar Club,Kansas City,,MO,$1.20,,,,https://drive.google.com/open?id=10bsXWxohsyrrGdiAScMYQ8l2ww4Oxq2P,
1912,,Kansas City Federation of Clubs,Kansas City,,MO,$2.20,,,,https://drive.google.com/open?id=10bsXWxohsyrrGdiAScMYQ8l2ww4Oxq2P,
1912,,Woman's Improvement Club,Louisville,,KY,$6.00,,,,https://drive.google.com/open?id=10bsXWxohsyrrGdiAScMYQ8l2ww4Oxq2P,
1912,,Elizabeth C Carter Neighborhood Club,Louisville,,KY,$2.00,,,,https://drive.google.com/open?id=10bsXWxohsyrrGdiAScMYQ8l2ww4Oxq2P,
1912,,Oak and Ivy Embroidery Club,Louisville,,KY,$2.00,,,,https://drive.google.com/open?id=10bsXWxohsyrrGdiAScMYQ8l2ww4Oxq2P,
1912,,Progressive Women's Club,Los Angeles,,CA,$3.00,,,,https://drive.google.com/open?id=10bsXWxohsyrrGdiAScMYQ8l2ww4Oxq2P,
1912,,Alabama State Federation of Women's Clubs,,,AL,$5.00,,,,https://drive.google.com/open?id=10bsXWxohsyrrGdiAScMYQ8l2ww4Oxq2P,
1912,,Hiawatha Art Club,Independence,,MO,$1.20,,,,https://drive.google.com/open?id=10bsXWxohsyrrGdiAScMYQ8l2ww4Oxq2P,
1912,,Fannie J Coppin Club,Oakland,,CA,$4.20,,,,https://drive.google.com/open?id=10bsXWxohsyrrGdiAScMYQ8l2ww4Oxq2P,
1912,,B T W Club,Wichita,,KA,$4.00,,,,https://drive.google.com/open?id=10bsXWxohsyrrGdiAScMYQ8l2ww4Oxq2P,
1912,,Kensington Art Club,Kansas City,,MO,$3.00,,,,https://drive.google.com/open?id=10bsXWxohsyrrGdiAScMYQ8l2ww4Oxq2P,
1912,,Woman's Civic League,Chicago,,IL,$2.00,,,,https://drive.google.com/open?id=10bsXWxohsyrrGdiAScMYQ8l2ww4Oxq2P,
1912,,Frances Harper League,Pittsburgh,,PA,$2.50,,,,https://drive.google.com/open?id=10bsXWxohsyrrGdiAScMYQ8l2ww4Oxq2P,
1912,,I B W Club,Chicago,,IL,$6.00,,,,https://drive.google.com/open?id=10bsXWxohsyrrGdiAScMYQ8l2ww4Oxq2P,
1912,,West Side Woman's Club,Chicago,,IL,$8.00,,,,https://drive.google.com/open?id=10bsXWxohsyrrGdiAScMYQ8l2ww4Oxq2P,
1912,,Illinois State Federation of Women's Clubs,,,IL,$5.00,,,,https://drive.google.com/open?id=10bsXWxohsyrrGdiAScMYQ8l2ww4Oxq2P,
1912,,Volunteer Workers,Chicago,,IL,$4.20,,,,https://drive.google.com/open?id=10bsXWxohsyrrGdiAScMYQ8l2ww4Oxq2P,
1912,,Wayman Juniors,Chicago,,IL,$2.20,,,,https://drive.google.com/open?id=10bsXWxohsyrrGdiAScMYQ8l2ww4Oxq2P,
1912,,Swastika Club,Norfolk,,VA,$2.00,,,,https://drive.google.com/open?id=10bsXWxohsyrrGdiAScMYQ8l2ww4Oxq2P,
1912,,East Side Culture Club,Oklahoma City,,OK,$2.80,,,,https://drive.google.com/open?id=10bsXWxohsyrrGdiAScMYQ8l2ww4Oxq2P,
1912,,Mothers' Club,Oklahoma City,,OK,$5.00,,,,https://drive.google.com/open?id=10bsXWxohsyrrGdiAScMYQ8l2ww4Oxq2P,
1912,,Domestic Science Club,Oklahoma City,,OK,$2.80,,,,https://drive.google.com/open?id=10bsXWxohsyrrGdiAScMYQ8l2ww4Oxq2P,
1912,,Silver Thimble Embroidery Club,Oklahoma City,,OK,$1.40,,,,https://drive.google.com/open?id=10bsXWxohsyrrGdiAScMYQ8l2ww4Oxq2P,
1912,,Dorcas Sewing Circle,Richmond,,VA,$1.00,,,,https://drive.google.com/open?id=10bsXWxohsyrrGdiAScMYQ8l2ww4Oxq2P,
1912,,City Federation of Chicago,Chicago,,IL,$7.00,,,,https://drive.google.com/open?id=10bsXWxohsyrrGdiAScMYQ8l2ww4Oxq2P,
1912,,Cornell Charity Club,Chicago,,IL,$12.00,,,,https://drive.google.com/open?id=10bsXWxohsyrrGdiAScMYQ8l2ww4Oxq2P,
1912,,Woman's Improvement Club,Milwaukee,,WI,$8.00,,,,https://drive.google.com/open?id=10bsXWxohsyrrGdiAScMYQ8l2ww4Oxq2P,
1912,,Nebraska State Federation,,,NE,$1.60,,,,https://drive.google.com/open?id=10bsXWxohsyrrGdiAScMYQ8l2ww4Oxq2P,
1912,,Pennsylvania State Federation,,,PA,$2.00,,,,https://drive.google.com/open?id=10bsXWxohsyrrGdiAScMYQ8l2ww4Oxq2P,
1912,,,,,,$5.00,,,,https://drive.google.com/open?id=10bsXWxohsyrrGdiAScMYQ8l2ww4Oxq2P,
1912,,Ideal Woman's Club,Chicago,,IL,$7.60,,,,https://drive.google.com/open?id=10bsXWxohsyrrGdiAScMYQ8l2ww4Oxq2P,
1912,,Housekeepers' Club,Nashville,,TN,$3.20,,,,https://drive.google.com/open?id=10bsXWxohsyrrGdiAScMYQ8l2ww4Oxq2P,
1912,,Violet Reading Circle,Davenport,,IA,$2.00,,,,https://drive.google.com/open?id=10bsXWxohsyrrGdiAScMYQ8l2ww4Oxq2P,
1912,,Women's Development Club,Orlando,,FL,$1.00,,,,https://drive.google.com/open?id=10bsXWxohsyrrGdiAScMYQ8l2ww4Oxq2P,
1912,,Tennessee State Federation of Women's Clubs,,,TN,$4.60,,,,https://drive.google.com/open?id=10bsXWxohsyrrGdiAScMYQ8l2ww4Oxq2P,
1912,,Old Folks' Home Association,Jacksonville,,FL,$1.00,,,,https://drive.google.com/open?id=10bsXWxohsyrrGdiAScMYQ8l2ww4Oxq2P,
1912,,State Federation of,,,FL,$3.00,,,,https://drive.google.com/open?id=1E9-CavM_x6ZbL5Gh-cIq9c8waJFMkVR2,
1912,,Emanuel Settlement Club,Chicago,,IL,$2.00,,,,https://drive.google.com/open?id=1E9-CavM_x6ZbL5Gh-cIq9c8waJFMkVR2,
1912,,Henderson Women's Club,Henderson,,NC,$1.00,,,,https://drive.google.com/open?id=1E9-CavM_x6ZbL5Gh-cIq9c8waJFMkVR2,
1912,,Y W C A,Washington,,DC,$5.00,,,,https://drive.google.com/open?id=1E9-CavM_x6ZbL5Gh-cIq9c8waJFMkVR2,
1912,,Girls' National Training School,Washington,,DC,$3.00,,,,https://drive.google.com/open?id=1E9-CavM_x6ZbL5Gh-cIq9c8waJFMkVR2,
1912,,Athletic Club,Phoebus,,VA,$4.40,,,,https://drive.google.com/open?id=1E9-CavM_x6ZbL5Gh-cIq9c8waJFMkVR2,
1912,,Ministers' Wives Association,Cincinnati,,OH,$4.00,,,,https://drive.google.com/open?id=1E9-CavM_x6ZbL5Gh-cIq9c8waJFMkVR2,
1912,,Treble Clef Club,Hampton,,VA,$2.20,,,,https://drive.google.com/open?id=1E9-CavM_x6ZbL5Gh-cIq9c8waJFMkVR2,
1912,,Woman's Union,Richmond,,VA,$2.00,,,,https://drive.google.com/open?id=1E9-CavM_x6ZbL5Gh-cIq9c8waJFMkVR2,
1912,,Baker Mothers' Club,Richmond,,VA,$2.50,,,,https://drive.google.com/open?id=1E9-CavM_x6ZbL5Gh-cIq9c8waJFMkVR2,
1912,,Dorcas Art Club,Hampton,,VA,$2.20,,,,https://drive.google.com/open?id=1E9-CavM_x6ZbL5Gh-cIq9c8waJFMkVR2,
1912,,Charity Aid Club,Roanoke,,VA,$0.30,,,,https://drive.google.com/open?id=1E9-CavM_x6ZbL5Gh-cIq9c8waJFMkVR2,
1912,,Magnolia Club,Daytona,,FL,$1.00,,,,https://drive.google.com/open?id=1E9-CavM_x6ZbL5Gh-cIq9c8waJFMkVR2,
1912,,Y W C A,Louisville,,KY,$3.00,,,,https://drive.google.com/open?id=1E9-CavM_x6ZbL5Gh-cIq9c8waJFMkVR2,
1912,,Christ's Mission Band,Richmond,,VA,$1.00,,,,https://drive.google.com/open?id=1E9-CavM_x6ZbL5Gh-cIq9c8waJFMkVR2,
1912,,Iowa State Federation of Women's Clubs,,,IA,$5.00,,,,https://drive.google.com/open?id=1E9-CavM_x6ZbL5Gh-cIq9c8waJFMkVR2,
1912,,Civic Betterment Club,Newport,,VA,$1.00,,,,https://drive.google.com/open?id=1E9-CavM_x6ZbL5Gh-cIq9c8waJFMkVR2,
1912,,Scotia Chapter,Newport News,,VA,$1.00,,,,https://drive.google.com/open?id=1E9-CavM_x6ZbL5Gh-cIq9c8waJFMkVR2,
1912,,Ebenezer Church Aid Club,Richmond,,VA,$1.00,,,,https://drive.google.com/open?id=1E9-CavM_x6ZbL5Gh-cIq9c8waJFMkVR2,
1912,,City Federation of Clubs,Davenport,,IA,$1.00,,,,https://drive.google.com/open?id=1E9-CavM_x6ZbL5Gh-cIq9c8waJFMkVR2,
1912,,Dorcas Missionary Circle,Newport News,,VA,$1.00,,,,https://drive.google.com/open?id=1E9-CavM_x6ZbL5Gh-cIq9c8waJFMkVR2,
1912,,Ladies' Aid Club,Newport News,,VA,$1.00,,,,https://drive.google.com/open?id=1E9-CavM_x6ZbL5Gh-cIq9c8waJFMkVR2,
1912,,Naomi Club,Hampton,,VA,$1.70,,,,https://drive.google.com/open?id=1E9-CavM_x6ZbL5Gh-cIq9c8waJFMkVR2,
1912,,Wayman Juniors,Chicago,,IL,$1.80,,,,https://drive.google.com/open?id=1E9-CavM_x6ZbL5Gh-cIq9c8waJFMkVR2,
1912,,Koffee Clutch Club,Chicago,,IL,$2.00,,,,https://drive.google.com/open?id=1E9-CavM_x6ZbL5Gh-cIq9c8waJFMkVR2,
1912,,Semper Fidelis Club,Indianapolis,,IN,$2.00,,,,https://drive.google.com/open?id=1E9-CavM_x6ZbL5Gh-cIq9c8waJFMkVR2,
1912,,Woman's Missionary Society of Carvel Memorial Church,Newport News,,VA,$1.00,,,,https://drive.google.com/open?id=1E9-CavM_x6ZbL5Gh-cIq9c8waJFMkVR2,
1912,,Woman's Culture Club,Miami,,FL,$0.50,,,,https://drive.google.com/open?id=1E9-CavM_x6ZbL5Gh-cIq9c8waJFMkVR2,
1912,,M E C M Women's Club,Jacksonville,,FL,$1.00,,,,https://drive.google.com/open?id=1E9-CavM_x6ZbL5Gh-cIq9c8waJFMkVR2,
1912,,Mothers' Club,Newport News,,VA,$1.00,,,,https://drive.google.com/open?id=1E9-CavM_x6ZbL5Gh-cIq9c8waJFMkVR2,
1912,,Charitable Union,Newport News,,VA,$1.00,,,,https://drive.google.com/open?id=1E9-CavM_x6ZbL5Gh-cIq9c8waJFMkVR2,
1912,,Busy Bee Club,Newport News,,VA,$1.50,,,,https://drive.google.com/open?id=1E9-CavM_x6ZbL5Gh-cIq9c8waJFMkVR2,
1912,,Queen Esther Club,Newport News,,VA,$2.00,,,,https://drive.google.com/open?id=1E9-CavM_x6ZbL5Gh-cIq9c8waJFMkVR2,
1912,,Relief Society Club,Newport News,,VA,$2.00,,,,https://drive.google.com/open?id=1E9-CavM_x6ZbL5Gh-cIq9c8waJFMkVR2,
1912,,Y W C A,Richmond,,VA,$1.00,,,,https://drive.google.com/open?id=1E9-CavM_x6ZbL5Gh-cIq9c8waJFMkVR2,
1912,,City Federation of Clubs,Minneapolis,,MN,$2.00,,,,https://drive.google.com/open?id=1E9-CavM_x6ZbL5Gh-cIq9c8waJFMkVR2,
1912,,Federated Clubs of Indiana,,,IN,$10.00,,,,https://drive.google.com/open?id=1E9-CavM_x6ZbL5Gh-cIq9c8waJFMkVR2,
1912,,Ladies Relief Club,Norfolk,,VA,$1.00,,,,https://drive.google.com/open?id=1Ri_MDLRyrpNvRz9ADUzEp1937sk8FqKz,
1912,,Equal Suffrage League,Brooklyn,,NY,$6.00,,,,https://drive.google.com/open?id=1Ri_MDLRyrpNvRz9ADUzEp1937sk8FqKz,
1912,,Mothers' Club of Maury St School,Richmond,,VA,$1.00,,,,https://drive.google.com/open?id=1Ri_MDLRyrpNvRz9ADUzEp1937sk8FqKz,
1912,,City Federation of St Louis,St Louis,,MO,$2.00,,,,https://drive.google.com/open?id=1Ri_MDLRyrpNvRz9ADUzEp1937sk8FqKz,
1912,,Thimble Club,St Louis,,MO,$3.00,,,,https://drive.google.com/open?id=1Ri_MDLRyrpNvRz9ADUzEp1937sk8FqKz,
1912,,Social and Literary Society,St Paul,,MN,$2.00,,,,https://drive.google.com/open?id=1Ri_MDLRyrpNvRz9ADUzEp1937sk8FqKz,
1912,,M T C Club,Minneapolis,,MN,$2.00,,,,https://drive.google.com/open?id=1Ri_MDLRyrpNvRz9ADUzEp1937sk8FqKz,
1912,,Book Club,Duluth,,MN,$2.00,,,,https://drive.google.com/open?id=1Ri_MDLRyrpNvRz9ADUzEp1937sk8FqKz,
1912,,Minneapolis Chairty Club,Minneapolis,,MN,$2.00,,,,https://drive.google.com/open?id=1Ri_MDLRyrpNvRz9ADUzEp1937sk8FqKz,
1912,,Minnesota State Federation of Women's Clubs,,,,$2.00,,,,https://drive.google.com/open?id=1Ri_MDLRyrpNvRz9ADUzEp1937sk8FqKz,
1912,,Board of Managers,Louisville,,KY,$2.00,,,,https://drive.google.com/open?id=1Ri_MDLRyrpNvRz9ADUzEp1937sk8FqKz,
1912,,Necessity Club,Chicago,,IL,$1.20,,,,https://drive.google.com/open?id=1Ri_MDLRyrpNvRz9ADUzEp1937sk8FqKz,
1912,,Y W C A of New York,New York City,,NY,$5.00,,,,https://drive.google.com/open?id=1Ri_MDLRyrpNvRz9ADUzEp1937sk8FqKz,
1912,,Excelsior Club,Guthrie,,OK,$1.10,,,,https://drive.google.com/open?id=1Ri_MDLRyrpNvRz9ADUzEp1937sk8FqKz,
1912,,Dramatic Art Club,Des Moines,,IA,$1.00,,,,https://drive.google.com/open?id=1Ri_MDLRyrpNvRz9ADUzEp1937sk8FqKz,
1912,,Adelphia Club,St Paul,,MN,$2.00,,,,https://drive.google.com/open?id=1Ri_MDLRyrpNvRz9ADUzEp1937sk8FqKz,
1912,,Wayman Juniors,Chicago,,IL,$1.00,,,,https://drive.google.com/open?id=1Ri_MDLRyrpNvRz9ADUzEp1937sk8FqKz,
1912,,Gaudeamus Charity Club,Chicago,,IL,$1.50,,,,https://drive.google.com/open?id=1Ri_MDLRyrpNvRz9ADUzEp1937sk8FqKz,
1912,,Federation of Christian Workers of Delaware,,,DE,$1.00,,,,https://drive.google.com/open?id=1Ri_MDLRyrpNvRz9ADUzEp1937sk8FqKz,
1912,,Dahlia Art Club,Colorado Springs,,CO,$2.40,,,,https://drive.google.com/open?id=1Ri_MDLRyrpNvRz9ADUzEp1937sk8FqKz,
1912,,North Side Woman's Club,Chicago,,IL,$6.00,,,,https://drive.google.com/open?id=1Ri_MDLRyrpNvRz9ADUzEp1937sk8FqKz,
1912,,Emanuel Settlement Club,Chicago,,IL,$2.00,,,,https://drive.google.com/open?id=1Ri_MDLRyrpNvRz9ADUzEp1937sk8FqKz,
1912,,Woman's Improvement Club,Indianapolis,,IN,$1.00,,,,https://drive.google.com/open?id=1Ri_MDLRyrpNvRz9ADUzEp1937sk8FqKz,
1912,,Class in English Literature,Hampton,,VA,$2.00,,,,https://drive.google.com/open?id=1Ri_MDLRyrpNvRz9ADUzEp1937sk8FqKz,
1912,,Y W C A,Norfolk,,VA,$2.50,,,,https://drive.google.com/open?id=1Ri_MDLRyrpNvRz9ADUzEp1937sk8FqKz,
1912,,Mothers' Club,Leesburg,,VA,$1.00,,,,https://drive.google.com/open?id=1Ri_MDLRyrpNvRz9ADUzEp1937sk8FqKz,
1912,,Hospital Auxiliary,Richmond,,VA,$2.00,,,,https://drive.google.com/open?id=1Ri_MDLRyrpNvRz9ADUzEp1937sk8FqKz,
1912,,Clover Leaf Club,Norfolk,,VA,$1.00,,,,https://drive.google.com/open?id=1Ri_MDLRyrpNvRz9ADUzEp1937sk8FqKz,
1912,,City Federation of Clubs,Portsmouth,,VA,$1.00,,,,https://drive.google.com/open?id=1Ri_MDLRyrpNvRz9ADUzEp1937sk8FqKz,
